Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_xs_oe,hsc_rch0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxsoe,oeord,ipl,ippl,iPeople,in,cpcsxsoe,,15512,*default*,oeord_360e_out_preprod_1,oeord,360e,3m,3M,out,preprod_1,10.230.52.213,8890,4
cpcs_xg_lab,cpcs_xg_lab,imobile,HCA 5.6,imobile,labrslt_mt_in,labrslt,mt,mt,Meditech,in,,,11565,*default*,labrslt_imob_out,labrslt,imob,mblhrt,Mobile Heartbeat,out,,10.227.64.45,30013,2
cpcs_xg_oe,cpcs_xg_oe,EIS Biztalk Platform,HCA 5.6,EIS Biztalk Platform,oeord_mt_in,oeord,mt,mt,Meditech,in,,,10107,*default*,oeord_bti_out_2,oeord,bti,hcaeis,HCA D&IS,out,2,10.230.5.215,25083,2
cpcs_xj_oe,hsc_opk0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxjoe,oeord,ipl,ippl,iPeople,in,cpcsxjoe,,16084,*default*,oeord_360e_out_prod_2,oeord,360e,3m,3M,out,prod_2,10.237.100.100,8990,4
cpcs_xj_oe,hsc_opk0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxjoe,oeord,ipl,ippl,iPeople,in,cpcsxjoe,,16084,*default*,oeord_360e_out_preprod_2,oeord,360e,3m,3M,out,preprod_2,10.237.100.118,8990,4
cpcs_xg_oe,cpcs_xg_oe,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in,oeord,ipl,ippl,iPeople,in,,,14281,*default*,oeord_360e_out_hscopk0360eoe,oeord,360e,3m,3M,out,hscopk0360eoe,orclvp01.unix.medcity.net,16092,4
cpcs_xg_oe,hsc_opk0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxgoe,oeord,ipl,ippl,iPeople,in,cpcsxgoe,,16092,*default*,oeord_360e_out_prod_2,oeord,360e,3m,3M,out,prod_2,10.237.100.100,8990,4
cpcs_xg_oe,cpcs_xg_oe,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in,oeord,ipl,ippl,iPeople,in,,,14281,*default*,oeord_360e_out_hscopk0360eoe,oeord,360e,3m,3M,out,hscopk0360eoe,orclvp01.unix.medcity.net,16092,4
cpcs_xg_oe,hsc_opk0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxgoe,oeord,ipl,ippl,iPeople,in,cpcsxgoe,,16092,*default*,oeord_360e_out_preprod_2,oeord,360e,3m,3M,out,preprod_2,10.237.100.118,8990,4
hsc_opk_pk_eps,hsc_opk_pk_eps,HCA 5.6,Portal,Portal,eps_pkp_in_FLL,eps,pkp,ptkpr,Patient Keeper,in,FLL,,10244,COCXJ,eps_mt_out_cpcsxj,eps,mt,mt,Meditech,out,cpcsxj,orclvp01.unix.medcity.net,16670,4
