Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_qr_oe,cpcs_qr_oe,TransferCenter IQ,iPeople MT56,TransferCenter IQ,oeord_ipl_in,oeord,ipl,ippl,iPeople,in,,,14279,*default*,oeord_tciq_out,oeord,tciq,tltrkg,TeleTracking,out,,app04.tbm.hcahealthcare.cloud,22527,2
div_efl_ipl2,div_efl_ipl2,TransferCenter IQ,iPeople MT56,TransferCenter IQ,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,nuras_tciq_out_cocqr,nuras,tciq,tltrkg,TeleTracking,out,cocqr,app04.tbm.hcahealthcare.cloud,22577,2
div_efl_edsn,div_efl_edsn,MPF-Patient Folder/HPF Facility,Edison Datalogue,Edison Datalogue to MPF-Patient Folder/HPF Facility,oerpt_edsn_in,oerpt,edsn,gehc,GE,in,,,18071,COCQR,oerpt_hpf_out_cpcsqroe,oerpt,hpf,mcksn,McKesson,out,cpcsqroe,orclvp01.unix.medcity.net,18019,4
div_efl_ipl2,div_efl_ipl2,Cloudera Kafka,iPeople MT56,Cloudera Kafka,sch_ipl_in_cocqr,sch,ipl,ippl,iPeople,in,cocqr,,10353,*default*,sch_kfka_out_hl7iplschsiu,sch,kfka,hca,HCA,out,hl7iplschsiu,intserv.cloverleaf.hl7-ipl-sch-siu.1.0.0,,2
cpcs_qr_oe,cpcs_qr_oe,Centricity Cardio Workflow-CCW,HCA 5.6,Centricity Cardio Workflow-CCW,oeord_mt_in,oeord,mt,mt,Meditech,in,,,10103,*default*,oeord_ccws_out,oeord,ccws,gehc,GE,out,,10.227.212.164,9112,2
cpcs_qr_oe,cpcs_qr_oe,HCA 5.6,Centricity Cardio Workflow-CCW,Centricity Cardio Workflow-CCW,oerpt_ccws_in,oerpt,ccws,gehc,GE,in,,,18221,*default*,oerpt_mt_out,oerpt,mt,mt,Meditech,out,,,10376,2
cpcs_qr_oe,hsc_opk0_img1,MPF-Patient Folder/HPF Facility,Centricity Cardio Workflow-CCW,Centricity Cardio Workflow-CCW to MPF-Patient Folder/HPF Facility,imgurl_ccws_in_cpcsqroe,imgurl,ccws,gehc,GE,in,cpcsqroe,10.227.212.164,10393,*default*,img_hpf_out_3,img,hpf,mcksn,McKesson,out,3,orclvp02.unix.medcity.net,10409,6
cpcs_qr_oe,cpcs_qr_oe,Centricity Cardio Workflow-CCW,Centricity Cardio Workflow-CCW,Centricity Cardio Workflow-CCW to Centricity Cardio Workflow-CCW,oerpt_ccws_in,oerpt,ccws,gehc,GE,in,,,18221,*default*,imgurl_ccws_out_hscopk0img1,imgurl,ccws,gehc,GE,out,hscopk0img1,orclvp02.unix.medcity.net,10393,6
cpcs_qr_oe,hsc_opk0_img1,MPF-Patient Folder/HPF Facility,Multiple Vendor Feed,MPF-Patient Folder/HPF Facility,imgurl_multi_in_1,imgurl,multi,hcaeis,HCA D&IS,in,1,,10409,*default*,img_hpf_out_opk0,img,hpf,mcksn,McKesson,out,opk0,ORDCWPAPPHPF12A.hca.corpad.net,9010,6
hsc_opk0_360e_fin,hsc_opk0_360e_fin,HCA 5.6,360 Encompass,360 Encompass,chrg_360e_in_opk0_4,chrg,360e,3m,3M,in,opk0_4,,18302,COCQR,chrg_mt_out_cpcsqrotr,chrg,mt,mt,Meditech,out,cpcsqrotr,orclvp01.unix.medcity.net,15831,6
hsc_opk0_360e_oe_2,hsc_opk0_360e_oe_2,HCA 5.6,360 Encompass,360 Encompass,oerpt_360e_in_opk0_4,oerpt,360e,3m,3M,in,opk0_4,,18307,COCQR,oerpt_mt_out_cpcsqroe,oerpt,mt,mt,Meditech,out,cpcsqroe,orclvp01.unix.medcity.net,16163,6
cpcs_qr_oe,cpcs_qr_oe,Computrition,HCA 5.6,Computrition,oeord_mt_in,oeord,mt,mt,Meditech,in,,,10103,*default*,oeord_comp_out,oeord,comp,cmptrn,Computrition,out,,10.237.249.34,10419,2
cpcs_qr_pha,cpcs_qr_pha,Cloudera Kafka,iPeople MT56,Cloudera Kafka,phaadm_ipl_in,phaadm,ipl,ippl,iPeople,in,,,11446,*default*,phaadm_kfka_out_hl7pharas,phaadm,kfka,hca,HCA,out,hl7pharas,intserv.cloverleaf.hl7-pha-ras.1.0.0,,2
hsc_opk0_rpts,hsc_opk0_rpts,HCA 5.6,MPF-Patient Folder/HPF Facility,MPF-Patient Folder/HPF Facility,oerpt_hpf_in_opk0_3,oerpt,hpf,mcksn,McKesson,in,opk0_3,,16550,COCQR,oerpt_mt_out_cpcsqr,oerpt,mt,mt,Meditech,out,cpcsqr,orclvp01.unix.medcity.net,14173,6
div_efl_ipl2,div_efl_ipl2,Cloudera Kafka,iPeople MT56,Cloudera Kafka,phaadm_ipl_in_cocqr,phaadm,ipl,ippl,iPeople,in,cocqr,,10342,*default*,phaadm_kfka_out_hl7pharas,phaadm,kfka,hca,HCA,out,hl7pharas,intserv.cloverleaf.hl7-pha-ras.1.0.0,,2
cpcs_qr_rad,cpcs_qr_rad,Healthcare Data Engine - HDE,HCA 5.6,Healthcare Data Engine - HDE,radord_mt_in,radord,mt,mt,Meditech,in,,,10746,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,2
cpcs_qr_rad,cpcs_qr_rad,Healthcare Data Engine - HDE,HCA 5.6,Healthcare Data Engine - HDE,radord_mt_in,radord,mt,mt,Meditech,in,,,10746,*default*,multi_hde_out,multi,hde,gcp,Google,out,,172.21.148.6,2575,2
