Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_kn_oe,cpcs_kn_oe,TeleCare,HCA 5.6,TeleCare,oeord_mt_in,oeord,mt,mt,Meditech,in,,,10219,*default*,oeord_telc_out_divefltelc,oeord,telc,telespec,TeleSpecialists,out,divefltelc,orclvp01.unix.medcity.net,13308,4
cpcs_kn_oe,div_efl_telc,TeleCare,HCA 5.6,TeleCare,oerpt_mt_in_cpcsknoe,oerpt,mt,mt,Meditech,in,cpcsknoe,,13365,*default*,oerpt_telc_out,oerpt,telc,telespec,TeleSpecialists,out,,10.65.64.32,3589,4
cpcs_kn_oe,cpcs_kn_oe,TeleCare,HCA 5.6,TeleCare,oerpt_mt_in,oerpt,mt,mt,Meditech,in,,,11521,*default*,oerpt_telc_out_divefltelc,oerpt,telc,telespec,TeleSpecialists,out,divefltelc,orclvp01.unix.medcity.net,13365,4
div_efl_ipl1,div_efl_dbmo_otr,Cloudera Kafka,iPeople MT56,Cloudera Kafka,nuras_ipl_in_diveflipl1_cockn,nuras,ipl,ippl,iPeople,in,diveflipl1_cockn,,19706,*default*,nuras_kfka_out_hl7dbmnclinuras,nuras,kfka,hca,HCA,out,hl7dbmnclinuras,intserv.cloverleaf.hl7-dbmo-oru-nuras.1.0.0,,4
div_efl_ipl1,div_efl_ipl1,db Motion,iPeople MT56,db Motion,nuras_ipl_in_cockn,nuras,ipl,ippl,iPeople,in,cockn,,10290,*default*,nuras_dbmo_out_divefldbmootr_cockn,nuras,dbmo,dbmo,dbMotion,out,divefldbmootr_cockn,orclvp01.unix.medcity.net,19706,4
div_efl_ipl1,div_efl_ipl1,db Motion,iPeople MT56,db Motion,nuras_ipl_in_cockn,nuras,ipl,ippl,iPeople,in,cockn,,10290,*default*,nuras_dbmo_out_divefldbmootr_cockn,nuras,dbmo,dbmo,dbMotion,out,divefldbmootr_cockn,orclvp01.unix.medcity.net,19706,4
div_efl_ipl1,div_efl_dbmo_otr,Cloudera Kafka,iPeople MT56,Cloudera Kafka,nuras_ipl_in_diveflipl1_cockn,nuras,ipl,ippl,iPeople,in,diveflipl1_cockn,,19706,*default*,nuras_kfka_out_hl7dbmnclinotes,nuras,kfka,hca,HCA,out,hl7dbmnclinotes,intserv.cloverleaf.hl7-dbmo-oru-notes.1.0.0,,4
div_efl_ipl1_edm,div_efl_dbmo_otr,Cloudera Kafka,HCA 5.6,Cloudera Kafka,edm_mt_in_diveflipl1edm_cockn,edm,mt,mt,Meditech,in,diveflipl1edm_cockn,,19705,*default*,edm_kfka_out_hl7dbmncliedm,edm,kfka,hca,HCA,out,hl7dbmncliedm,intserv.cloverleaf.hl7-dbmo-edm.1.0.0,,4
div_efl_ipl1_edm,div_efl_ipl1_edm,db Motion,iPeople MT56,db Motion,edm_ipl_in_cockn,edm,ipl,ippl,iPeople,in,cockn,,10269,*default*,edm_dbmo_out_divefldbmootr_cockn,edm,dbmo,dbmo,dbMotion,out,divefldbmootr_cockn,orclvp01.unix.medcity.net,19705,4
cpcs_kn_pha,div_efl_dbmo_pha,Cloudera Kafka,HCA 5.6,Cloudera Kafka,phaord_mt_in_cpcsknpha,phaord,mt,mt,Meditech,in,cpcsknpha,,19703,*default*,phaord_kfka_out_hl7dbmncliphaord,phaord,kfka,hca,HCA,out,hl7dbmncliphaord,intserv.cloverleaf.hl7-dbmo-rde.1.0.0,,4
cpcs_kn_pha,cpcs_kn_pha,db Motion,HCA 5.6,db Motion,phaord_mt_in,phaord,mt,mt,Meditech,in,,,13131,*default*,phaord_dbmo_out_divefldbmopha,phaord,dbmo,dbmo,dbMotion,out,divefldbmopha,orclvp01.unix.medcity.net,19703,4
cpcs_kn_lab,div_efl_dbmo_lab,Cloudera Kafka,HCA 5.6,Cloudera Kafka,labrslt_mt_in_cpcsknlab,labrslt,mt,mt,Meditech,in,cpcsknlab,,19701,*default*,labrslt_kfka_out_hl7dbmnclilab,labrslt,kfka,hca,HCA,out,hl7dbmnclilab,intserv.cloverleaf.hl7-dbmo-oru-lab.1.0.0,,4
cpcs_kn_lab,cpcs_kn_lab,db Motion,HCA 5.6,db Motion,labrslt_mt_in,labrslt,mt,mt,Meditech,in,,,11520,*default*,labrslt_dbmo_out_divefldbmolab,labrslt,dbmo,dbmo,dbMotion,out,divefldbmolab,orclvp01.unix.medcity.net,19701,4
cpcs_kn_lab,div_efl_dbmo_lab,Cloudera Kafka,HCA 5.6,Cloudera Kafka,pthrslt_mt_in_cpcsknlab,pthrslt,mt,mt,Meditech,in,cpcsknlab,,19702,*default*,pthrslt_kfka_out_hl7dbmnclipth,pthrslt,kfka,hca,HCA,out,hl7dbmnclipth,intserv.cloverleaf.hl7-dbmo-oru-path.1.0.0,.1.0.0,4
cpcs_kn_lab,cpcs_kn_lab,db Motion,HCA 5.6,db Motion,pthrslt_mt_in,pthrslt,mt,mt,Meditech,in,,,12221,*default*,pthrslt_dbmo_out_divefldbmolab,pthrslt,dbmo,dbmo,dbMotion,out,divefldbmolab,orclvp01.unix.medcity.net,19702,4
cpcs_kn_oe,div_efl_dbmo_idm,Cloudera Kafka,HCA 5.6,Cloudera Kafka,oerpt_mt_in_cpcsknoe,oerpt,mt,mt,Meditech,in,cpcsknoe,,19698,*default*,oerpt_kfka_out_hl7dmncclimdmdi,oerpt,kfka,hca,HCA,out,hl7dmncclimdmdi,intserv.cloverleaf.hl7-dbmo-mdm.1.0.0,,4
cpcs_kn_oe,cpcs_kn_oe,db Motion,HCA 5.6,db Motion,oerpt_mt_in,oerpt,mt,mt,Meditech,in,,,11521,*default*,oerpt_dbmo_out_divefldbmoidm,oerpt,dbmo,dbmo,dbMotion,out,divefldbmoidm,orclvp01.unix.medcity.net,19698,4
